num_course,dat_course,cod_taxi,cod_client,typ_client,typ_chauffeur,offre_commerciale,note_eval,commentaire,sentiment_global,categorie,sentiment_categorie,verbatim_cle
298256053,2024-05-12,10021,695331,59-GRAND PUBLIC,Service plus,Grand Public,5.00,Une excellence dans le service. Le tout avec le sourire. Grand professionnel . Merci .,1.0,CHAUFFEUR_COMPORTEMENT,1.0,Une excellence dans le service. Le tout avec le sourire. Grand professionnel . Merci .
298199014,2024-05-10,5071,695331,59-GRAND PUBLIC,Service plus,Grand Public,2.00,Comment se fait il que le taxi arrive avec 35 euros au compteur?!|Presque 65 euros pour un trajet St Germain en laye Rueil ce n'est pas adapté ce d'autant que le trajet choisi n'était pas l-e plus court.,-0.8,PRIX_FACTURATION,-0.9,Comment se fait il que le taxi arrive avec 35 euros au compteur?! Presque 65 euros pour un trajet St Germain en laye Rueil ce n'est pas adapté ce d'autant que le trajet choisi n'était pas l-e plus court.
298199014,2024-05-10,5071,695331,59-GRAND PUBLIC,Service plus,Grand Public,2.00,Comment se fait il que le taxi arrive avec 35 euros au compteur?!|Presque 65 euros pour un trajet St Germain en laye Rueil ce n'est pas adapté ce d'autant que le trajet choisi n'était pas l-e plus court.,-0.8,TRAJET_ITINERAIRE,-0.7,Comment se fait il que le taxi arrive avec 35 euros au compteur?! Presque 65 euros pour un trajet St Germain en laye Rueil ce n'est pas adapté ce d'autant que le trajet choisi n'était pas l-e plus court.
298148635,2024-05-08,459,702529,21-SERVICE+ SOCIÉTÉS,Service plus,Service Plus,1.00,"Il n y a pas eu de course, mon chauffeur n etait pas à la sortie du train. J ai appeler g7 et j ai fini par raccrocher après 6 minutes d attente en gare un dimanche de retour de grand pont-avec 2 enfans en bas âge et des valises! Cette situation est inacceptable. Vous m avez rappelé au bout de 20 minutes. J ai du faire la queue aux taxis et en payer un autre. Je vous remercie-de me rembourser cette soit disante course qui n a jamais eu lieu!!!",-1.0,PONCTUALITE,-1.0,"Il n y a pas eu de course, mon chauffeur n etait pas à la sortie du train. J ai appeler g7 et j ai fini par raccrocher après 6 minutes d attente en gare un dimanche de retour de grand pont-avec 2 enfans en bas âge et des valises! Cette situation est inacceptable."
298148635,2024-05-08,459,702529,21-SERVICE+ SOCIÉTÉS,Service plus,Service Plus,1.00,"Il n y a pas eu de course, mon chauffeur n etait pas à la sortie du train. J ai appeler g7 et j ai fini par raccrocher après 6 minutes d attente en gare un dimanche de retour de grand pont-avec 2 enfans en bas âge et des valises! Cette situation est inacceptable. Vous m avez rappelé au bout de 20 minutes. J ai du faire la queue aux taxis et en payer un autre. Je vous remercie-de me rembourser cette soit disante course qui n a jamais eu lieu!!!",-1.0,SERVICE_CLIENT,-1.0,"Il n y a pas eu de course, mon chauffeur n etait pas à la sortie du train. J ai appeler g7 et j ai fini par raccrocher après 6 minutes d attente en gare un dimanche de retour de grand pont-avec 2 enfans en bas âge et des valises! Cette situation est inacceptable."
298252755,2024-05-12,13557,695331,91-G7+ ET G7VAN,Service,Grand Public,1.00,"Très déçu le vol a eu du retard , le taxi a annulé la course",-1.0,PONCTUALITE,-1.0,"Très déçu le vol a eu du retard , le taxi a annulé la course"
298262334,2024-05-12,8787,695331,91-G7+ ET G7VAN,Service plus,Grand Public,5.00,"Un super chauffeur. A l'écoute, flexible et très poli. Très belle expérience.",1.0,CHAUFFEUR_COMPORTEMENT,1.0,"Un super chauffeur. A l'écoute, flexible et très poli. Très belle expérience."
298261370,2024-05-12,12182,700111,21-SERVICE+ SOCIÉTÉS,Service plus,Service Plus,5.00,Conducteur très attentionné au confort du client.,1.0,CHAUFFEUR_COMPORTEMENT,1.0,Conducteur très attentionné au confort du client.
298261370,2024-05-12,12182,700111,21-SERVICE+ SOCIÉTÉS,Service plus,Service Plus,5.00,Conducteur très attentionné au confort du client.,1.0,VEHICULE_CONFORT,1.0,Conducteur très attentionné au confort du client.
298260304,2024-05-12,3868,695331,59-GRAND PUBLIC,Service,Grand Public,3.00,Véhicule sale. En mauvais état. Conduite très rapide.,-0.8,VEHICULE_PROPRETE,-0.9,Véhicule sale. En mauvais état. Conduite très rapide.
298260304,2024-05-12,3868,695331,59-GRAND PUBLIC,Service,Grand Public,3.00,Véhicule sale. En mauvais état. Conduite très rapide.,-0.8,CHAUFFEUR_CONDUITE,-0.7,Véhicule sale. En mauvais état. Conduite très rapide.
298261415,2024-05-12,13762,695331,59-GRAND PUBLIC,Service plus,Grand Public,2.00,"Nous a juste un peu baladé , à fait un détour inutile",-0.6,TRAJET_ITINERAIRE,-0.6,"Nous a juste un peu baladé , à fait un détour inutile"
298261320,2024-05-12,755,695331,59-GRAND PUBLIC,Service plus,Grand Public,5.00,"Super chauffeur, très professionnel, souriant, courtois. Continuez comme ça Monsieur! Ce fut un plaisir de faire le trajet avec vous.",0.9,CHAUFFEUR_COMPORTEMENT,0.9,"Super chauffeur, très professionnel, souriant, courtois. Continuez comme ça Monsieur! Ce fut un plaisir de faire le trajet avec vous."
298265016,2024-05-12,7528,695331,59-GRAND PUBLIC,Service plus,Grand Public,1.00,M'a facturé 2 fois les 4€ pour la commande en ligne,-1.0,PRIX_FACTURATION,-1.0,M'a facturé 2 fois les 4€ pour la commande en ligne
298264216,2024-05-12,13587,695331,51-GRAND-PUBLIC PAYANT,Service,Particulier payant,5.00,Conducteur extrêmement sympathique !!,0.9,CHAUFFEUR_COMPORTEMENT,0.9,Conducteur extrêmement sympathique !!
298266617,2024-05-12,2642,695331,59-GRAND PUBLIC,Service,Grand Public,5.00,Vraiment très agréable et gentil,0.9,CHAUFFEUR_COMPORTEMENT,0.9,Vraiment très agréable et gentil
298236493,2024-05-12,10617,695331,59-GRAND PUBLIC,Service,Grand Public,5.00,Polite friendly good driver,0.8,CHAUFFEUR_COMPORTEMENT,0.8,Polite friendly good driver
298236493,2024-05-12,10617,695331,59-GRAND PUBLIC,Service,Grand Public,5.00,Polite friendly good driver,0.8,CHAUFFEUR_CONDUITE,0.8,Polite friendly good driver
298253286,2024-05-12,1039,695331,59-GRAND PUBLIC,Service,Grand Public,1.00,"Driver passed pickup location, parked on opposite side of the building, kept the meter running to charge us as we figured out what happened. This was when it was raining outside as well. Qu-ite disappointed with this trip.",-0.9,TRAJET_ITINERAIRE,-0.7,"Driver passed pickup location, parked on opposite side of the building, kept the meter running to charge us as we figured out what happened."
298253286,2024-05-12,1039,695331,59-GRAND PUBLIC,Service,Grand Public,1.00,"Driver passed pickup location, parked on opposite side of the building, kept the meter running to charge us as we figured out what happened. This was when it was raining outside as well. Qu-ite disappointed with this trip.",-0.9,PRIX_FACTURATION,-1.0,"Driver passed pickup location, parked on opposite side of the building, kept the meter running to charge us as we figured out what happened."
298260265,2024-05-12,11221,607658,56-GRAND PUBLIC,Service,Grand Public,3.00,Pedi un taxi para 3 personas pero el asiento de adelante no esta disponible porque trae su mochila,-0.4,ACCESSIBILITE,-0.4,Pedi un taxi para 3 personas pero el asiento de adelante no esta disponible porque trae su mochila
298244883,2024-05-12,9849,695331,91-G7+ ET G7VAN,Service,Grand Public,5.00,Prise en charge super malgré le retard de notre vol|Équipe de commande comme le chauffeur adaptables et à l'écoute,0.9,PONCTUALITE,0.9,Prise en charge super malgré le retard de notre vol|Équipe de commande comme le chauffeur adaptables et à l'écoute
298244883,2024-05-12,9849,695331,91-G7+ ET G7VAN,Service,Grand Public,5.00,Prise en charge super malgré le retard de notre vol|Équipe de commande comme le chauffeur adaptables et à l'écoute,0.9,CHAUFFEUR_COMPORTEMENT,0.9,Prise en charge super malgré le retard de notre vol|Équipe de commande comme le chauffeur adaptables et à l'écoute
298111166,2024-05-07,7548,680639,11-CLUB AFFAIRES SOCIÉTÉS,Club affaires,Club Affaires,4.00,Le drop off était situé de l'autre côté de l'avenue . Le passager a du traverser une avenue (3mn de marche) pour rejoindre l'adresse qui a été donnée.,-0.2,TRAJET_ITINERAIRE,-0.2,Le drop off était situé de l'autre côté de l'avenue . Le passager a du traverser une avenue (3mn de marche) pour rejoindre l'adresse qui a été donnée.
298163279,2024-05-08,5696,695331,59-GRAND PUBLIC,Service,Grand Public,5.00,Tres aimable et attentionnr,0.9,CHAUFFEUR_COMPORTEMENT,0.9,Tres aimable et attentionnr
298258515,2024-05-12,13547,695331,91-G7+ ET G7VAN,Service,Grand Public,5.00,Chauffeur très gentil et très prudent,0.9,CHAUFFEUR_COMPORTEMENT,0.9,Chauffeur très gentil et très prudent
298258515,2024-05-12,13547,695331,91-G7+ ET G7VAN,Service,Grand Public,5.00,Chauffeur très gentil et très prudent,0.9,CHAUFFEUR_CONDUITE,0.9,Chauffeur très gentil et très prudent
298268008,2024-05-12,4409,695331,91-G7+ ET G7VAN,Service,Grand Public,5.00,"Chauffeur très gentil, rapide et voiture impeccable ! Merci encore",0.9,CHAUFFEUR_COMPORTEMENT,0.9,"Chauffeur très gentil, rapide et voiture impeccable ! Merci encore"
298268008,2024-05-12,4409,695331,91-G7+ ET G7VAN,Service,Grand Public,5.00,"Chauffeur très gentil, rapide et voiture impeccable ! Merci encore",0.9,CHAUFFEUR_CONDUITE,0.9,"Chauffeur très gentil, rapide et voiture impeccable ! Merci encore"
298268008,2024-05-12,4409,695331,91-G7+ ET G7VAN,Service,Grand Public,5.00,"Chauffeur très gentil, rapide et voiture impeccable ! Merci encore",0.9,VEHICULE_PROPRETE,0.9,"Chauffeur très gentil, rapide et voiture impeccable ! Merci encore"
298268427,2024-05-12,4658,695331,59-GRAND PUBLIC,Service plus,Grand Public,5.00,Nice clean car,0.8,VEHICULE_PROPRETE,0.8,Nice clean car
298256739,2024-05-12,9442,695331,59-GRAND PUBLIC,Service,Grand Public,1.00,"Chauffeur qui a passé toute la course au téléphone à se chamailler / flirter avec une femme (je l'entendais évidemment parler lui, mais aussi la femme à travers ses écouteurs tellement le s-on de ses écouteurs étaient forts). J'étais sur mon ordinateur en train de travailler mais il s'en moquait. Il a même failli faire un accident car il n'avait pas remarqué le ralentissement-devant lui. De plus le véhicule sentait la cigarette. Du coup il laissait les fenêtres ouvertes pour aérer sans se soucier de savoir si j'avais froid. Trajet extrêmement désagréable.",-0.9,CHAUFFEUR_COMPORTEMENT,-1.0,Chauffeur qui a passé toute la course au téléphone à se chamailler / flirter avec une femme. De plus le véhicule sentait la cigarette.
298256739,2024-05-12,9442,695331,59-GRAND PUBLIC,Service,Grand Public,1.00,"Chauffeur qui a passé toute la course au téléphone à se chamailler / flirter avec une femme (je l'entendais évidemment parler lui, mais aussi la femme à travers ses écouteurs tellement le s-on de ses écouteurs étaient forts). J'étais sur mon ordinateur en train de travailler mais il s'en moquait. Il a même failli faire un accident car il n'avait pas remarqué le ralentissement-devant lui. De plus le véhicule sentait la cigarette. Du coup il laissait les fenêtres ouvertes pour aérer sans se soucier de savoir si j'avais froid. Trajet extrêmement désagréable.",-0.9,CHAUFFEUR_CONDUITE,-0.8,Chauffeur qui a passé toute la course au téléphone à se chamailler / flirter avec une femme. De plus le véhicule sentait la cigarette.
298256739,2024-05-12,9442,695331,59-GRAND PUBLIC,Service,Grand Public,1.00,"Chauffeur qui a passé toute la course au téléphone à se chamailler / flirter avec une femme (je l'entendais évidemment parler lui, mais aussi la femme à travers ses écouteurs tellement le s-on de ses écouteurs étaient forts). J'étais sur mon ordinateur en train de travailler mais il s'en moquait. Il a même failli faire un accident car il n'avait pas remarqué le ralentissement-devant lui. De plus le véhicule sentait la cigarette. Du coup il laissait les fenêtres ouvertes pour aérer sans se soucier de savoir si j'avais froid. Trajet extrêmement désagréable.",-0.9,VEHICULE_PROPRETE,-0.7,Chauffeur qui a passé toute la course au téléphone à se chamailler / flirter avec une femme. De plus le véhicule sentait la cigarette.
298268694,2024-05-12,8848,695331,59-GRAND PUBLIC,Service plus,Grand Public,5.00,"Chauffeur très professionnel, un très bon ambassadeur G7",0.9,CHAUFFEUR_COMPORTEMENT,0.9,"Chauffeur très professionnel, un très bon ambassadeur G7"
298072444,2024-05-07,11672,695331,59-GRAND PUBLIC,Service plus,Grand Public,5.00,Top !!! Super pro et serviable !,0.9,CHAUFFEUR_COMPORTEMENT,0.9,Top !!! Super pro et serviable !
298266430,2024-05-12,1623,708666,46-SERVICE ECO PRIORITAIRE,Service,Service Prio,5.00,Chauffeur Très sympathique,0.8,CHAUFFEUR_COMPORTEMENT,0.8,Chauffeur Très sympathique
298269993,2024-05-13,10892,695331,59-GRAND PUBLIC,Service plus,Grand Public,1.00,"Voiture non conforme à ce qui était indiqué sur la commande.|Le chauffeur ne coupe pas le compteur à la fin de la course, il faut lui faire remarquer 2 fois",-1.0,VEHICULE_PROPRETE,-1.0,"Voiture non conforme à ce qui était indiqué sur la commande.|Le chauffeur ne coupe pas le compteur à la fin de la course, il faut lui faire remarquer 2 fois"
298269993,2024-05-13,10892,695331,59-GRAND PUBLIC,Service plus,Grand Public,1.00,"Voiture non conforme à ce qui était indiqué sur la commande.|Le chauffeur ne coupe pas le compteur à la fin de la course, il faut lui faire remarquer 2 fois",-1.0,PRIX_FACTURATION,-1.0,"Voiture non conforme à ce qui était indiqué sur la commande.|Le chauffeur ne coupe pas le compteur à la fin de la course, il faut lui faire remarquer 2 fois"
298090769,2024-05-08,3670,695331,59-GRAND PUBLIC,Service plus,Grand Public,3.00,All was well to some degree except it was VE Day and so many roads were blocked off and the G7 company did not seem to be able to inform its drivers various alternative routes to take. So w-e were not able to be taken to our requested destination but still charged the same amount. That makes no sense. We should not have been charged the whole amount. That is an awful business-model. The driver was excellent but the company system did not help him adequately. I know G7 is a good company but there is room for improvement. My husband has mobility challenges and thi-s was a very tough trip requiring the cost of metro and yet another taxi to get us to our destination on time. You should reimburse part of my trip but I believe no one will care about my s-ituation.,-0.2,TRAJET_ITINERAIRE,-0.5,G7 company did not seem to be able to inform its drivers various alternative routes to take. So w-e were not able to be taken to our requested destination but still charged the same amount. We should not have been charged the whole amount.
298090769,2024-05-08,3670,695331,59-GRAND PUBLIC,Service plus,Grand Public,3.00,All was well to some degree except it was VE Day and so many roads were blocked off and the G7 company did not seem to be able to inform its drivers various alternative routes to take. So w-e were not able to be taken to our requested destination but still charged the same amount. That makes no sense. We should not have been charged the whole amount. That is an awful business-model. The driver was excellent but the company system did not help him adequately. I know G7 is a good company but there is room for improvement. My husband has mobility challenges and thi-s was a very tough trip requiring the cost of metro and yet another taxi to get us to our destination on time. You should reimburse part of my trip but I believe no one will care about my s-ituation.,-0.2,PRIX_FACTURATION,-0.8,G7 company did not seem to be able to inform its drivers various alternative routes to take. So w-e were not able to be taken to our requested destination but still charged the same amount. We should not have been charged the whole amount.
298090769,2024-05-08,3670,695331,59-GRAND PUBLIC,Service plus,Grand Public,3.00,All was well to some degree except it was VE Day and so many roads were blocked off and the G7 company did not seem to be able to inform its drivers various alternative routes to take. So w-e were not able to be taken to our requested destination but still charged the same amount. That makes no sense. We should not have been charged the whole amount. That is an awful business-model. The driver was excellent but the company system did not help him adequately. I know G7 is a good company but there is room for improvement. My husband has mobility challenges and thi-s was a very tough trip requiring the cost of metro and yet another taxi to get us to our destination on time. You should reimburse part of my trip but I believe no one will care about my s-ituation.,-0.2,SERVICE_CLIENT,0.2,G7 company did not seem to be able to inform its drivers various alternative routes to take. So w-e were not able to be taken to our requested destination but still charged the same amount. We should not have been charged the whole amount.
298269745,2024-05-13,5103,699450,45-SERVICE PRIORITAIRE,Service plus,Service Prio,1.00,"Bonsoir, ||Une conductrice qui ne parlait pas bien, elle a plaisanté avec un de mes collègues- voisins qui était avec moi dans la voiture, et puis quand il a plaisanté avec elle, elle a mal-répondu, et je lui ai demandé quel chemin elle prendrait, et elle m'a dit de manière inappropriée, comme tu le fait habituellement.||Bonne soirée.",-0.8,CHAUFFEUR_COMPORTEMENT,-1.0,"Une conductrice qui ne parlait pas bien, elle a plaisanté avec un de mes collègues- voisins qui était avec moi dans la voiture, et puis quand il a plaisanté avec elle, elle a mal-répondu, et je lui ai demandé quel chemin elle prendrait, et elle m'a dit de manière inappropriée"
298269745,2024-05-13,5103,699450,45-SERVICE PRIORITAIRE,Service plus,Service Prio,1.00,"Bonsoir, ||Une conductrice qui ne parlait pas bien, elle a plaisanté avec un de mes collègues- voisins qui était avec moi dans la voiture, et puis quand il a plaisanté avec elle, elle a mal-répondu, et je lui ai demandé quel chemin elle prendrait, et elle m'a dit de manière inappropriée, comme tu le fait habituellement.||Bonne soirée.",-0.8,TRAJET_ITINERAIRE,-0.5,"Une conductrice qui ne parlait pas bien, elle a plaisanté avec un de mes collègues- voisins qui était avec moi dans la voiture, et puis quand il a plaisanté avec elle, elle a mal-répondu, et je lui ai demandé quel chemin elle prendrait, et elle m'a dit de manière inappropriée"
298269677,2024-05-13,7354,,96-GRAND PUBLIC,Service plus,Grand Public,5.00,Chauffeur parfait.,1.0,CHAUFFEUR_COMPORTEMENT,1.0,Chauffeur parfait.
298269955,2024-05-13,7170,695331,59-GRAND PUBLIC,Club affaires,Grand Public,5.00,Merci beaucoup pour votre accueil et votre gentillesse.,1.0,CHAUFFEUR_COMPORTEMENT,1.0,Merci beaucoup pour votre accueil et votre gentillesse.
298270040,2024-05-13,12883,695331,59-GRAND PUBLIC,Service plus,Grand Public,5.00,Great driver.,1.0,CHAUFFEUR_COMPORTEMENT,1.0,Great driver.
298269921,2024-05-13,11486,695331,59-GRAND PUBLIC,Service plus,Grand Public,5.00,Perfect service. Super nice driver,1.0,CHAUFFEUR_COMPORTEMENT,1.0,Perfect service. Super nice driver
298254875,2024-05-12,9232,695331,59-GRAND PUBLIC,Service plus,Grand Public,5.00,Chauffeur super sympathique et nous a fait profiter de ses connaissances touristiques,1.0,CHAUFFEUR_COMPORTEMENT,1.0,Chauffeur super sympathique et nous a fait profiter de ses connaissances touristiques
298270002,2024-05-13,5125,699450,45-SERVICE PRIORITAIRE,Club affaires,Service Prio,2.00,Chauffeur mal poli,-1.0,CHAUFFEUR_COMPORTEMENT,-1.0,Chauffeur mal poli
298270149,2024-05-13,11010,607658,56-GRAND PUBLIC,Service plus,Grand Public,5.00,"Chauffeur très sympathique, ponctuel et serviable !|Un véhicule haut de gamme très agréable, |À recommander sans hésiter !",1.0,CHAUFFEUR_COMPORTEMENT,1.0,"Chauffeur très sympathique, ponctuel et serviable !|Un véhicule haut de gamme très agréable, |À recommander sans hésiter !"
298270149,2024-05-13,11010,607658,56-GRAND PUBLIC,Service plus,Grand Public,5.00,"Chauffeur très sympathique, ponctuel et serviable !|Un véhicule haut de gamme très agréable, |À recommander sans hésiter !",1.0,PONCTUALITE,1.0,"Chauffeur très sympathique, ponctuel et serviable !|Un véhicule haut de gamme très agréable, |À recommander sans hésiter !"
298270149,2024-05-13,11010,607658,56-GRAND PUBLIC,Service plus,Grand Public,5.00,"Chauffeur très sympathique, ponctuel et serviable !|Un véhicule haut de gamme très agréable, |À recommander sans hésiter !",1.0,VEHICULE_CONFORT,1.0,"Chauffeur très sympathique, ponctuel et serviable !|Un véhicule haut de gamme très agréable, |À recommander sans hésiter !"
298261652,2024-05-12,12983,666465,21-SERVICE+ SOCIÉTÉS,Service plus,Service Plus,5.00,Meilleur chauffeur au monde,1.0,CHAUFFEUR_COMPORTEMENT,1.0,Meilleur chauffeur au monde
298245096,2024-05-12,10002,708830,46-SERVICE ECO PRIORITAIRE,Service plus,Service Prio,4.00,5 minutes en retard,-0.2,PONCTUALITE,-0.2,5 minutes en retard
298240729,2024-05-12,12498,695331,59-GRAND PUBLIC,Service plus,Grand Public,5.00,Super chauffeur très agreable,1.0,CHAUFFEUR_COMPORTEMENT,1.0,Super chauffeur très agreable
298248912,2024-05-12,13025,695331,91-G7+ ET G7VAN,Service,Grand Public,5.00,Great greeting and baggage support,1.0,CHAUFFEUR_COMPORTEMENT,1.0,Great greeting and baggage support
298248912,2024-05-12,13025,695331,91-G7+ ET G7VAN,Service,Grand Public,5.00,Great greeting and baggage support,1.0,ACCESSIBILITE,1.0,Great greeting and baggage support
298260931,2024-05-13,3801,695331,59-GRAND PUBLIC,Service plus,Grand Public,1.00,Le chauffeur n'est pas venu en bas de chez nous. L'intérieur de la voiture sentait mauvais. Et le chauffeur roulait beaucoup trop vite + de 110 km alors que la limite était 70 ! Nous avions-peur...,-1.0,CHAUFFEUR_COMPORTEMENT,-0.8,Le chauffeur n'est pas venu en bas de chez nous. L'intérieur de la voiture sentait mauvais. Et le chauffeur roulait beaucoup trop vite + de 110 km alors que la limite était 70 ! Nous avions-peur...
298260931,2024-05-13,3801,695331,59-GRAND PUBLIC,Service plus,Grand Public,1.00,Le chauffeur n'est pas venu en bas de chez nous. L'intérieur de la voiture sentait mauvais. Et le chauffeur roulait beaucoup trop vite + de 110 km alors que la limite était 70 ! Nous avions-peur...,-1.0,VEHICULE_PROPRETE,-1.0,Le chauffeur n'est pas venu en bas de chez nous. L'intérieur de la voiture sentait mauvais. Et le chauffeur roulait beaucoup trop vite + de 110 km alors que la limite était 70 ! Nous avions-peur...
298260931,2024-05-13,3801,695331,59-GRAND PUBLIC,Service plus,Grand Public,1.00,Le chauffeur n'est pas venu en bas de chez nous. L'intérieur de la voiture sentait mauvais. Et le chauffeur roulait beaucoup trop vite + de 110 km alors que la limite était 70 ! Nous avions-peur...,-1.0,CHAUFFEUR_CONDUITE,-1.0,Le chauffeur n'est pas venu en bas de chez nous. L'intérieur de la voiture sentait mauvais. Et le chauffeur roulait beaucoup trop vite + de 110 km alors que la limite était 70 ! Nous avions-peur...
298260241,2024-05-13,10460,695331,59-GRAND PUBLIC,Service plus,Grand Public,5.00,Merci pour l'idée du dépôt de ce côté de la gare,1.0,TRAJET_ITINERAIRE,1.0,Merci pour l'idée du dépôt de ce côté de la gare
298271235,2024-05-13,9383,695331,91-G7+ ET G7VAN,Service plus,Grand Public,5.00,"Au top, super agréable",1.0,CHAUFFEUR_COMPORTEMENT,1.0,"Au top, super agréable"
298262137,2024-05-13,3288,695331,92-G7VIP ET G7VANVIP,Service plus,Grand Public,2.00,"Le pire trajet : vehicule trop exigu à l'arrière (Lexus avec option toit ouvrant avec garde au toit insuffisante pour passager adulte  ou comment se fracasser le crâne à chaque micro choc d-e la chaussée) et conduite à la Fangio rendant l'expérience horrible |Et tout cela pour un modique supplément VIP de 10€!!!|Votre flotte étant désormais 100% Lexus ou Toyota, mon 1m90 v-a devoir se passer de vos services",-1.0,VEHICULE_CONFORT,-1.0,Le pire trajet : vehicule trop exigu à l'arrière et conduite à la Fangio rendant l'expérience horrible Et tout cela pour un modique supplément VIP de 10€!!!
298262137,2024-05-13,3288,695331,92-G7VIP ET G7VANVIP,Service plus,Grand Public,2.00,"Le pire trajet : vehicule trop exigu à l'arrière (Lexus avec option toit ouvrant avec garde au toit insuffisante pour passager adulte  ou comment se fracasser le crâne à chaque micro choc d-e la chaussée) et conduite à la Fangio rendant l'expérience horrible |Et tout cela pour un modique supplément VIP de 10€!!!|Votre flotte étant désormais 100% Lexus ou Toyota, mon 1m90 v-a devoir se passer de vos services",-1.0,CHAUFFEUR_CONDUITE,-1.0,Le pire trajet : vehicule trop exigu à l'arrière et conduite à la Fangio rendant l'expérience horrible Et tout cela pour un modique supplément VIP de 10€!!!
298262137,2024-05-13,3288,695331,92-G7VIP ET G7VANVIP,Service plus,Grand Public,2.00,"Le pire trajet : vehicule trop exigu à l'arrière (Lexus avec option toit ouvrant avec garde au toit insuffisante pour passager adulte  ou comment se fracasser le crâne à chaque micro choc d-e la chaussée) et conduite à la Fangio rendant l'expérience horrible |Et tout cela pour un modique supplément VIP de 10€!!!|Votre flotte étant désormais 100% Lexus ou Toyota, mon 1m90 v-a devoir se passer de vos services",-1.0,PRIX_FACTURATION,-1.0,Le pire trajet : vehicule trop exigu à l'arrière et conduite à la Fangio rendant l'expérience horrible Et tout cela pour un modique supplément VIP de 10€!!!
298258598,2024-05-13,11022,695331,59-GRAND PUBLIC,Service plus,Grand Public,1.00,Bonjour je souhaite signaler le comportement désinvolte et insultant du chauffeur. |Ce dernier n'a pas voulu m'assister pour placer mon bagage dans le coffre prétextant que je ne suis pas h-andicape et que je pouvais moi-même placer le bagage dans le coffre du véhicule.|J'ai du menacer d'annuler cette course,-1.0,CHAUFFEUR_COMPORTEMENT,-1.0,Bonjour je souhaite signaler le comportement désinvolte et insultant du chauffeur. Ce dernier n'a pas voulu m'assister pour placer mon bagage dans le coffre
298258598,2024-05-13,11022,695331,59-GRAND PUBLIC,Service plus,Grand Public,1.00,Bonjour je souhaite signaler le comportement désinvolte et insultant du chauffeur. |Ce dernier n'a pas voulu m'assister pour placer mon bagage dans le coffre prétextant que je ne suis pas h-andicape et que je pouvais moi-même placer le bagage dans le coffre du véhicule.|J'ai du menacer d'annuler cette course,-1.0,ACCESSIBILITE,-1.0,Bonjour je souhaite signaler le comportement désinvolte et insultant du chauffeur. Ce dernier n'a pas voulu m'assister pour placer mon bagage dans le coffre
298260436,2024-05-12,10757,695331,59-GRAND PUBLIC,Service plus,Grand Public,5.00,Chauffeur très agréable et gentil,1.0,CHAUFFEUR_COMPORTEMENT,1.0,Chauffeur très agréable et gentil
298131453,2024-05-07,6640,694346,43-SERVICE,Service,Service,3.00,Conduite agressive et mauvaises odeurs dans le véhicule,-0.8,CHAUFFEUR_CONDUITE,-1.0,Conduite agressive et mauvaises odeurs dans le véhicule
298131453,2024-05-07,6640,694346,43-SERVICE,Service,Service,3.00,Conduite agressive et mauvaises odeurs dans le véhicule,-0.8,VEHICULE_PROPRETE,-0.6,Conduite agressive et mauvaises odeurs dans le véhicule
298085444,2024-05-06,12729,695331,59-GRAND PUBLIC,Service plus,Grand Public,5.00,Chauffeur remarquablement gentil et efficace,1.0,CHAUFFEUR_COMPORTEMENT,1.0,Chauffeur remarquablement gentil et efficace
298245641,2024-05-13,7488,695331,59-GRAND PUBLIC,Service,Grand Public,1.00,"le pire voyage depuis des  années, voiture en retard, ne répondant pas au télephone, pas de paiment possible avec application G7, pas de Wifi, dépose à Orly 4 sous pretexte que orly 2 était-encombré, ce qui n´était pas le cas. Bref un chauffeur, pas fiable, qui raconte des histoires et dont le véhicule n´est pas en état.",-1.0,PONCTUALITE,-1.0,"le pire voyage depuis des années, voiture en retard, ne répondant pas au télephone, pas de paiment possible avec application G7, pas de Wifi, dépose à Orly 4 sous pretexte que orly 2 était-encombré"
298245641,2024-05-13,7488,695331,59-GRAND PUBLIC,Service,Grand Public,1.00,"le pire voyage depuis des  années, voiture en retard, ne répondant pas au télephone, pas de paiment possible avec application G7, pas de Wifi, dépose à Orly 4 sous pretexte que orly 2 était-encombré, ce qui n´était pas le cas. Bref un chauffeur, pas fiable, qui raconte des histoires et dont le véhicule n´est pas en état.",-1.0,APPLICATION,-1.0,"le pire voyage depuis des années, voiture en retard, ne répondant pas au télephone, pas de paiment possible avec application G7, pas de Wifi, dépose à Orly 4 sous pretexte que orly 2 était-encombré"
298245641,2024-05-13,7488,695331,59-GRAND PUBLIC,Service,Grand Public,1.00,"le pire voyage depuis des  années, voiture en retard, ne répondant pas au télephone, pas de paiment possible avec application G7, pas de Wifi, dépose à Orly 4 sous pretexte que orly 2 était-encombré, ce qui n´était pas le cas. Bref un chauffeur, pas fiable, qui raconte des histoires et dont le véhicule n´est pas en état.",-1.0,TRAJET_ITINERAIRE,-1.0,"le pire voyage depuis des années, voiture en retard, ne répondant pas au télephone, pas de paiment possible avec application G7, pas de Wifi, dépose à Orly 4 sous pretexte que orly 2 était-encombré"
